PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00qIK,r4rk1/p3b1pp/1qB1bp2/1p2p3/2p2P2/3PR1P1/PPPN3P/R1BQ2K1 w - - 1 16,c6a8 b6e3 g1g2 f8a8,1519,78,86,1009,advantage hangingPiece intermezzo middlegame short,https://lichess.org/sFoTW7Rq#31,King's Indian Attack
00qk4,3r4/ppN1kppp/5n2/8/1n3Nb1/4P3/1B3PPP/R3KB1R w KQ - 0 18,a1c1 b4c2 c1c2 d8d1,1624,74,98,2792,mate mateIn2 middlegame sacrifice short,https://lichess.org/DqqRKbEM#35,Tarrasch Defense
00qqD,r3k2r/ppp2Bp1/2n5/2p1p2p/4P1n1/3P1N1q/PPP2P1N/R3QRK1 b kq - 0 14,e8f7 f3g5 f7g8 g5h3,898,83,95,2081,crushing fork middlegame short,https://lichess.org/SJ9o4Klb/black#28,Italian Game
00qyT,2rq1rk1/pb2bppp/np2p3/3pP3/3Pn3/P1NQB3/1P1N1PPP/1BR2RK1 b - - 2 16,e4c3 d3h7,1074,111,100,38,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/njE9tv9D/black#32,Sicilian Defense
00r1D,r4k1r/p3nppp/3Qp1b1/8/B7/P1q5/2P2PPP/3R1RK1 b - - 5 18,g6c2 d6d8 a8d8 d1d8,1394,93,47,76,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/nb7Z1HHv/black#36,Scandinavian Defense
00rEz,r1bqk2r/ppp2ppp/3p4/4p2n/2PBP2b/5PN1/PP4PP/RN1QKB1R b KQkq - 0 9,h5g3 h2g3 h4g3 d4f2 g3f2 e1f2,1505,75,93,2162,advantage long opening,https://lichess.org/KJUAVfza/black#18,King's Pawn Game
00rHa,2kr3r/pp2nppp/4p3/2PpP3/bn1N2Q1/q1N5/2PB1PPP/1K1R1B1R w - - 4 14,f1b5 a4c2 d4c2 a3b3 b1a1 b4c2,1896,77,80,145,deflection fork long mate mateIn3 middlegame sacrifice,https://lichess.org/e3RK92Rx#27,French Defense
00rva,r2qkb1r/pQpbpppp/2n2n2/1N6/2pP4/8/PP2PPPP/R1B1KBNR b KQkq - 2 7,a8b8 b5c7 d8c7 b7c7,1092,76,96,10533,crushing opening short,https://lichess.org/14QnOxb7/black#14,Queen's Gambit Declined
00s16,rBbqk2r/1p3ppp/p3pn2/8/1b1P4/2N2N1P/PP3PP1/R2QKB1R b KQkq - 0 10,a8b8 d1a4 b7b5 a4b4,1123,79,92,837,crushing fork opening short,https://lichess.org/sflO7yGm/black#20,Caro-Kann Defense
00s23,r2q1rk1/1ppb1ppp/1p1p1n2/4p3/1PBnP3/P2P1N1P/2P2PP1/R1BQK2R w KQ - 0 11,c2c3 d7a4 c3d4 a4d1,1832,75,76,190,advantage opening short,https://lichess.org/5BuuOtXQ#21,Four Knights Game
00sHx,q3k1nr/1pp1nQpp/3p4/1P2p3/4P3/B1PP1b2/B5PP/5K2 b k - 0 17,e8d7 a2e6 d7d8 f7f8,1575,75,87,129,mate mateIn2 middlegame short,https://lichess.org/yyznGmXs/black#34,Italian Game
00sJ9,r3r1k1/p4ppp/2p2n2/1p6/3P1qb1/2NQR3/PPB2PP1/R1B3K1 w - - 5 18,e3g3 e8e1 g1h2 e1c1 a1c1 f4h6 h2g1 h6c1,2543,97,90,682,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/gyFeQsOE#35,French Defense
00sJb,Q1b2r1k/p2np2p/5bp1/q7/5P2/4B3/PPP3PP/2KR1B1R w - - 1 17,d1d7 a5e1 d7d1 e1e3 c1b1 e3b6,2166,84,91,668,advantage fork long middlegame,https://lichess.org/kiuvTFoE#33,Sicilian Defense
00sMF,r1bqr1k1/p4pPp/2p1p3/2bpn2Q/8/2NB4/PPP3PP/R1B2R1K b - - 2 15,e5d3 h5f7,904,86,97,755,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/A0iotLWB/black#30,Sicilian Defense
00swU,3rkb1r/pppqp1pp/2n5/1Q3p2/4N3/1P2P3/PBP2PPP/R3KB1R w KQk - 0 12,e4c5 d7d2,1074,76,100,246,mate mateIn1 oneMove opening,https://lichess.org/JfA7i4yS#23,Zukertort Opening
00sys,r1bq1r2/pp2b1pk/2n1pp2/3p4/2pP3N/2P1P1P1/PP1N1PP1/R2QK2R b KQ - 0 13,d8e8 h4g6 h7g8 h1h8 g8f7 d1h5,2285,93,81,358,crushing discoveredAttack long master opening,https://lichess.org/oeasr2cR/black#26,Indian Defense
00t8q,r4rk1/1pp2pbp/2n1bnp1/2q1p3/4P3/1NP2PB1/PQ4PP/1KNR1B1R b - - 0 17,c5b6 g3f2 c6d4 c3d4,1645,73,95,15595,advantage middlegame short,https://lichess.org/o3BszNqL/black#34,Indian Defense
00tZP,r2qk2r/1p3ppp/8/2pPPn2/1pPn2b1/3Q1NP1/PP3PBP/RN3RK1 w kq c6 0 14,d5c6 d4f3 d3f3 g4f3,1185,77,94,2423,crushing kingsideAttack middlegame short,https://lichess.org/jHQ12o4d#27,Queen's Gambit Declined
00tsu,1r2kbnr/3b1ppp/pq1pp3/8/2pNPPP1/P1N1B3/1PPQ3P/2KR3R w k - 1 14,f4f5 b6b2,997,107,100,36,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/A6L09WhZ#27,Sicilian Defense
00u3b,rn2kb1r/pbqp1ppp/1p2p3/3nP3/2BP4/5N2/PP2QPPP/RNB1K2R w KQkq - 0 9,b1c3 d5c3 b2c3 b6b5 a1b1 b5c4,2306,93,90,1211,crushing long opening,https://lichess.org/hg1xugvX#17,Sicilian Defense
00ud8,N4rk1/pp3ppp/5n2/3pq3/8/2P5/PP3PPP/R1BQ2K1 w - - 0 18,d1f3 e5e1,700,109,69,37,mate mateIn1 middlegame oneMove,https://lichess.org/Buoveaus#35,Vienna Game
00uid,r2qkbr1/pp2pp1p/5n2/2p1Nb2/2Q5/4B3/PPnN1PPP/R2K1B1R b q - 1 12,c2a1 c4f7,1154,77,83,262,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/eM41Zwwb/black#24,Borg Defense
00unD,2kr1bnr/2p2p1p/1pbq2pP/p3N3/P2P4/4B3/1PP2PP1/RN1QK2R b KQ - 0 16,c6g2 d1g4 f7f5 g4g2,1533,77,86,231,crushing fork middlegame short,https://lichess.org/TeO1FnT0/black#32,Modern Defense
00veX,1r3rk1/p4p2/2pq3p/4p1p1/4Pnb1/2PB1PB1/P1Q3PP/3R1RK1 b - - 0 18,d6c5 g3f2 c5a3 f3g4 b8b2 c2c1,1593,74,92,1343,advantage defensiveMove long middlegame,https://lichess.org/pUj3STn8/black#36,Sicilian Defense
00vf5,r1b1kbnr/1pqp1ppp/p1n1p3/8/2BNP3/P1N5/1PP2PPP/R1BQK2R b KQkq - 0 7,g8e7 d4b5 a6b5 c3b5 c7b8 b5d6,2148,80,91,1430,crushing long opening sacrifice,https://lichess.org/DaGWQ4jB/black#14,Sicilian Defense
00w1s,rn2Q1k1/pb1q1p1p/1p1p2pB/3P3n/8/2bB1N1P/PP3PP1/4R1K1 b - - 1 18,d7e8 e1e8,415,116,94,723,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BOlWIbHT/black#36,English Defense
00w6f,rnb1r1k1/pp1p1ppp/1q2pn2/1N6/4P3/B1P2P2/P1P3PP/R2QKB1R w KQ - 5 10,b5d6 b6e3 f1e2 e3c3,1085,78,87,152,advantage opening short,https://lichess.org/1P7Nda81#19,Sicilian Defense
00wPZ,r1b2rk1/ppp2ppp/8/1B1pN3/3bn3/8/PPP2qPP/RNBQR2K w - - 0 12,e5f3 f2g1 f3g1 e4f2,1424,83,86,2932,kingsideAttack mate mateIn2 opening sacrifice short smotheredMate,https://lichess.org/XAwlqpwf#23,Italian Game
00wtA,rn3rk1/pb2qppp/1p2p3/2p5/1nP5/1PQ1PN2/PB2BPPP/R4RK1 b - - 4 13,b8c6 c3g7,451,108,81,224,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JuPrhFKw/black#26,English Opening
00x3K,r2qk2r/ppp2pp1/2npbn1p/3Np3/2B1P3/P2P1N1P/1PPQ1PP1/R3K2R b KQkq - 0 10,f6d5 e4d5 e6d5 c4d5,1129,78,88,288,advantage fork middlegame short,https://lichess.org/n0BradwB/black#20,Four Knights Game
00xGN,r2q1rk1/ppp1nppp/3b4/1B6/3QP3/2N2b2/PPP2PPP/R1B2RK1 w - - 0 10,g2f3 d6h2 g1h2 d8d4,1047,79,95,372,advantage discoveredAttack kingsideAttack opening short,https://lichess.org/g17XFBDp#19,Nimzowitsch Defense
00xNH,r2qr1k1/p4ppp/2p2n2/3p2B1/6b1/2NQ1N1P/PPP2bP1/2KR3R b - - 0 14,e8e3 g5e3 f2e3 d3e3,1915,75,88,995,crushing middlegame short,https://lichess.org/69SEvfvy/black#28,Sicilian Defense
00xgi,rnbq1rk1/pp4pp/4p3/3pNp1Q/2pPn3/2PBP1P1/PP1N1PP1/R3K2R b KQ - 1 11,d8e8 h5h7,1102,77,100,109,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/eZNcY10G/black#22,Queen's Pawn Game
00xiD,r4rk1/4qppp/b3p3/pp1pP3/3P4/3Q4/PPB2PPP/R4RK1 b - - 1 17,b5b4 d3h7,632,79,100,84,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/JiOcabu9/black#34,Queen's Gambit Declined
00xsd,r1bqkb1r/1p1npp1p/p2p1np1/6B1/3N4/3BP3/PPP2PPP/RN1QK2R w KQkq - 0 8,c2c4 d8a5 b1c3 a5g5,1286,83,92,1559,advantage fork opening short,https://lichess.org/bMxAVfzo#15,Zukertort Opening
00xvM,rn1q1b1Q/pp1k3p/2p2n2/3p4/6pP/2N5/PPP1P1B1/2KR2NR w - - 2 14,e2e4 f8h6 c1b1 d8h8,1184,78,79,61,advantage discoveredAttack middlegame short,https://lichess.org/JxY0XNjQ#27,Queen's Pawn Game
00y9H,r2q1rk1/1pp2ppp/8/p2pn3/P2bN3/3BB2Q/1P3PPP/R4RK1 b - - 1 17,d4e3 e4f6 g7f6 h3h7,1381,75,79,205,kingsideAttack master mate mateIn2 middlegame sacrifice short,https://lichess.org/FQvSnbkl/black#34,Italian Game
00yTt,r4rk1/1ppq1pbp/p5p1/2pPp3/P1B1Pn2/2N1QN2/1PP2P2/R3RK2 w - - 4 18,c3e2 d7h3 f1g1 h3g2,936,103,100,48,mate mateIn2 middlegame short,https://lichess.org/ytEUqvnI#35,Modern Defense
00yYi,2k3rr/ppp2p1p/2b5/4Nn2/3p1Q2/1P2P1Pq/P1PP1P1P/RN3RK1 w - - 0 18,e3e4 f5h4 f4h4 h3h4,1944,75,69,130,crushing middlegame pin quietMove short,https://lichess.org/15WcPt98#35,Van't Kruijs Opening
00yfI,r1b5/1p3kpp/p1nBpn2/3p4/3P4/P1NQ4/1PP1B1qP/2K2R2 w - - 2 17,d3h7 g2f1 e2f1 f6h7,1759,76,96,1153,advantage middlegame short,https://lichess.org/yil6l4iC#33,Rapport-Jobava System
00yfJ,r1b1k2r/p4p1p/2p1p3/1pR1Pp2/qn1P4/2Q2N1P/5PP1/1B3RK1 b kq - 0 19,b4d5 c5d5 c6d5 c3c6,1577,76,92,328,clearance crushing middlegame sacrifice short,https://lichess.org/3cvQUqUJ/black#38,Queen's Gambit Declined
00z6Y,r3k2r/1pp5/p1b1pq1b/3p2Np/3P1BnP/8/PPP2PP1/RN1QK2R w KQkq - 0 14,f4e5 f6f2,957,106,38,31,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/OgaDpQ2R#27,French Defense
00z82,r3rbk1/1p1n1ppp/p2p4/q1pP4/4RP2/1P1B1Q1P/1BP3P1/5RK1 b - - 0 18,e8e4 f3e4 g7g6 f4f5,1689,75,91,567,advantage master middlegame short,https://lichess.org/YzMUMMSq/black#36,Queen's Pawn Game
00zI4,r2q1rk1/pb3ppp/1p2p3/2nn4/8/P1N1PN2/1P1Q1PPP/1BR1K2R b K - 1 13,c5b3 d2c2 g7g6 c2b3,1702,77,94,1042,crushing opening short,https://lichess.org/z6EaD3I9/black#26,Queen's Gambit Declined
00zNz,r1bqk2r/pp1np1bp/2p3p1/3pNB2/3P1B2/4P3/PPP2PPP/R2QK2R b KQkq - 0 10,g6f5 d1h5 e8f8 h5f7,1184,75,95,5379,mate mateIn2 opening short,https://lichess.org/kZTBqbqj/black#20,Queen's Pawn Game
00zVd,3rkbnr/1pp3pp/p4p2/4N3/4b3/8/PPP2PPP/RNB1R1K1 w k - 0 11,e1e4 d8d1 e4e1 d1e1,539,104,96,858,backRankMate fork mate mateIn2 middlegame short,https://lichess.org/i2LOkagE#21,Ruy Lopez
00zgl,3r1rk1/1b3ppp/p1p1p3/1pqNP1b1/5P2/3B4/PPP1Q1PP/3R1R1K w - - 0 18,d3h7 g8h7 f4g5 d8d5,1842,77,88,929,middlegame,https://lichess.org/lkvK26St#35,Sicilian Defense
00zxV,rn3k1r/pp2p2p/2p2np1/8/2B5/4q3/PQP3PP/RN3K1R b - - 3 14,f6e4 b2h8,636,87,83,221,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/sGDfLqiU/black#28,Caro-Kann Defense
0103M,2kr1b1r/pppb1p1p/1q6/4p3/1P1n4/2P1BN2/5PPP/R2QKB1R w KQ - 2 16,c3d4 e5d4 d1d4 f8b4,2176,84,85,66,crushing opening short,https://lichess.org/lHWulFLi#31,Scandinavian Defense
0109N,r2qkbnr/1p2pppp/p1n5/4N3/2BP2b1/8/PP3PPP/RNBQ1RK1 b kq - 3 8,g4d1 c4f7,1195,76,84,195,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/4ZP4Jh3Y/black#16,Caro-Kann Defense
010Jc,rnb1k2r/bpqp1pp1/p3p3/7p/4P1n1/1NNB3P/PPP2PP1/R1BQ1R1K w kq - 1 11,d1e2 c7h2,569,104,96,1715,master mate mateIn1 oneMove opening,https://lichess.org/zDw0FRz2#21,Sicilian Defense
010ZV,r2qk1nr/p1pbb1pp/4p3/2pp1P2/2B5/8/PPP1Q1PP/RNB2RK1 b kq - 0 13,d5c4 e2h5 g7g6 f5g6,1449,76,91,586,crushing opening short,https://lichess.org/TyuyYtZG/black#26,Ruy Lopez
010rQ,r3kb1r/1p1b1p2/p2ppp1p/n1q2P1B/3NP3/2N3R1/P1PQ2PP/1R4K1 b kq - 0 19,a5c4 d2f2 e6e5 d4e6 c5f2 g1f2,2477,96,89,951,advantage long middlegame pin quietMove,https://lichess.org/vbymThWp/black#38,Sicilian Defense
0119G,5rk1/p5pp/b1p1p1p1/2qpP2P/5PQ1/2N3P1/PrP5/2KR3R w - - 0 18,c1b2 f8b8 b2c1 c5e3 d1d2 e3c3,2165,80,74,62,crushing fork long middlegame,https://lichess.org/lFAuKAq6#35,Caro-Kann Defense
011To,r2qkbnr/pp1np2p/2p2pp1/3p1N2/3P1B2/4P3/PPPN1PPP/R2QKB1R b KQkq - 0 7,g6f5 d1h5,819,97,100,37,mate mateIn1 oneMove opening,https://lichess.org/2g2LOz4f/black#14,Queen's Pawn Game
011VT,r2qr1k1/3n1pN1/2pb1p2/pp6/3P2bp/2PBB3/PPQ2PPP/1K1RR3 b - - 0 16,g4d1 c2d1 e8e3 e1e3 g8g7 d1g4,2037,79,82,64,advantage long middlegame,https://lichess.org/PuMQsQGm/black#32,Caro-Kann Defense
0122Z,r1bqkr2/1pp3pN/p1np4/4pp2/2B1n3/P1NP3P/1PP2KP1/R1BQ3R w q - 0 11,f2e3 f5f4 e3e4 c8f5 e4f3 d8h4,2385,89,66,99,advantage fork long middlegame sacrifice,https://lichess.org/U6CzZYMP#21,King's Knight Opening
0122y,r3r1k1/ppp2ppp/1b1p4/6q1/1PN1Pn2/P4P1b/1BP1BP1P/R2QR2K w - - 7 17,e1g1 h3g2 g1g2 g5g2,1042,75,84,373,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/X05JZ3HQ#33,Center Game
012AZ,r1bqk2r/pp1p1ppp/2p5/4p3/1PP3n1/P1NnP1P1/3PKPBP/R1BQ3R w kq - 3 11,e2d3 g4f2 d3c2 f2d1,920,107,74,43,crushing fork middlegame short,https://lichess.org/YsPR7RYU#21,English Opening
012Dg,r2qkb1r/1pp2ppp/p5b1/4nP2/3p4/6N1/PPP1PP1P/R2QKBNR w KQkq - 0 12,f5g6 f8b4 c2c3 d4c3,1639,75,97,622,advantage opening short,https://lichess.org/2fFOvrpM#23,Queen's Pawn Game
012QY,2rq1rk1/pb2bppp/1p2p3/8/3N4/P1P1P3/4BPPP/1Q1R1RK1 b - - 0 18,a7a6 d4e6 f7e6 d1d8,1223,114,85,16,advantage discoveredAttack middlegame short,https://lichess.org/JFyDpiwO/black#36,Queen's Gambit Declined
013JE,6k1/ppp3pp/2nbrqr1/4p3/3PRp2/2B2N1b/PPPQ1PPP/4RBK1 b - - 0 19,g6g2 f1g2 f6g6 f3h4,1083,83,94,5696,crushing middlegame short,https://lichess.org/mVDHR9TG/black#38,Russian_Game Russian_Game_Other_variations
013Jo,rnb2rk1/ppp3pp/3bpq2/4N3/2BPpB2/4Q3/PPP2PPP/R3K2R w KQ - 2 12,e3e4 f6f4 e4f4 f8f4,1561,75,92,267,advantage middlegame short,https://lichess.org/njF5FvKF#23,Scandinavian Defense
013h1,r1bqk1nr/1p3ppp/p3p3/3pP3/1b1PP3/2N5/PP4PP/R1BQKB1R b KQkq - 0 9,d5e4 d1a4 c8d7 a4b4,1197,127,83,30,advantage fork opening short,https://lichess.org/3L3zhonx/black#18,Sicilian Defense
013tu,r3kb1r/1p3ppp/p1n5/2p1q3/B3P1n1/2NP4/PP2N1PP/R1BQK2R w KQkq - 0 13,e1g1 e5h2,602,89,74,187,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/xvLgsbP6#25,Sicilian Defense
013zx,1r1q1rk1/1b2bppp/p7/1p1ppP2/3pP1Q1/P2P2P1/BPP4P/R1B2RK1 b - - 1 16,d5e4 c1h6 e7f6 h6g7 f6g7 f5f6 d8f6 f1f6,1935,76,93,3536,crushing middlegame pin sacrifice veryLong,https://lichess.org/XaFfvB93/black#32,Sicilian Defense
01485,r2qr3/p2n1kp1/b1pb1n1p/8/1p1P1N2/1Q3N1P/PP3PP1/R1B1R1K1 b - - 1 16,f7f8 f4g6,1114,78,98,871,middlegame,https://lichess.org/Qku6iH4j/black#32,French Defense
014KA,r4rk1/5ppp/p3b3/1p2P3/3n1PP1/N6P/PP6/R1B1R1K1 w - - 0 19,c1e3 d4f3 g1f2 f3e1,800,81,88,487,advantage fork middlegame short,https://lichess.org/rYPgnIhY#37,King's Knight Opening
014eN,r5k1/1pp3pp/2np3q/p3p3/6n1/1P2PNN1/PBP2PBr/R2Q2K1 w - - 4 19,f3h2 h6h2 g1f1 g4e3 f2e3 a8f8,2235,86,90,1407,advantage kingsideAttack long middlegame,https://lichess.org/i2SoBtXC#37,Russian_Game Russian_Game_Three_Knights_Game
014gw,r2qkb1r/1p2pppp/p2p1n2/2p1N2b/P1B1P3/3P3P/1PPN1PP1/R1BQ1RK1 b kq - 0 9,h5d1 c4f7,984,79,95,1592,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/6ZOSpfpG/black#18,Sicilian Defense
014p4,3rn2r/pp1q1pkp/2n1b1p1/1Np1p3/8/4N1P1/PP1QPPBP/R2R2K1 w - - 0 18,g2c6 d7d2 d1d2 d8d2,1178,76,96,7818,crushing master middlegame short,https://lichess.org/uHz0wNEM#35,Benoni Defense
015Di,r2k1bnr/p1pp1Bpp/1p3q2/4N1B1/3p4/2P5/PP2QPbP/RN2K2R b KQ - 2 10,f6g5 e5c6 g2c6 e2e8,1725,76,90,2560,clearance mate mateIn2 opening sacrifice short,https://lichess.org/T3BCr5TM/black#20,King's Pawn Game
015Mk,r3k2r/p4ppp/2p1p3/q2pPn2/Qb1P1Pb1/2N2N2/PP1B2PP/R4RK1 b kq - 5 14,g4f3 a4c6 e8e7 c6b7,1982,77,76,83,advantage fork middlegame short,https://lichess.org/Osk8Y30x/black#28,Caro-Kann Defense
015i1,r2q1rk1/pp1bnpp1/2n1p3/2b1P1NQ/3p4/P7/1P3PPP/RNB2RK1 b - - 3 13,e7g6 h5h7,798,80,77,124,mate mateIn1 oneMove opening,https://lichess.org/Gk8K5tC9/black#26,French Defense
015mX,r3k2r/1ppqb2p/p1b1N1p1/3pPR2/3P2Q1/2P5/PP4PP/RNB3K1 b kq - 0 14,g6f5 g4h5,1251,75,98,3235,mate mateIn1 middlegame oneMove,https://lichess.org/ErH9zs0M/black#28,French Defense
016BD,r1bqk2r/pp4pp/3b1B2/3pNn2/4p3/2N5/PPP2PPP/R2QKB1R b KQkq - 0 11,g7f6 d1h5 e8f8 h5f7,1706,75,79,178,mate mateIn2 opening short,https://lichess.org/qzKzWmta/black#22,Nimzowitsch Defense
016Ny,r3k3/ppp3pp/8/3Bp3/3n2bq/3P4/PPP3PP/RNBQ2K1 w q - 1 16,d1f1 d4e2 f1e2 g4e2,1050,81,94,198,crushing kingsideAttack middlegame short,https://lichess.org/pHjrycLz#31,Italian Game
016TW,rn4k1/pbpp2pp/1p2p2r/3P4/2P1Pp2/2BB1PqP/PP4P1/R2QRK2 b - - 2 16,e6d5 e4d5 h6h3 e1e8 g8f7 g2h3,2020,149,0,58,advantage intermezzo long middlegame,https://lichess.org/xW9ANDJZ/black#32,English Opening
016jq,3rr1k1/pp2qpb1/2n2n2/4p2p/2P4P/2NBBP2/PPQ2P2/2KR3R w - - 3 17,d1g1 c6b4 e3h6 b4c2 g1g7 g8h8,2047,76,18,194,advantage long middlegame,https://lichess.org/BQ17R23n#33,Indian Defense
016rF,r4qk1/pppb2p1/1bnp1R2/6N1/8/2NQ2B1/PP4PP/7K b - - 0 19,f8f6 d3h7 g8f8 h7h8 f8e7 c3d5,1777,75,95,6755,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/IoUBUxjr/black#38,"King's Gambit Declined: Falkbeer Countergambit, Pickler Gambit"
017Bw,r3k2r/1p3ppp/p4n2/3PpbB1/1n6/2N5/PP2PPPP/R2K1B1R b kq - 4 12,f6d5 e2e4 d5c3 b2c3,1805,76,92,2516,advantage fork master middlegame short,https://lichess.org/HuzRGKgz/black#24,English Opening
017u3,r2qk2r/4bppp/p3bn2/1p2N3/5B2/2N5/PP3PPP/R2QR1K1 b kq - 1 19,e8g8 e5c6 d8e8 c6e7 e8e7 f4d6 e7d8 d6f8,1867,74,94,8486,advantage kingsideAttack opening skewer veryLong,https://lichess.org/zSJZUzqR/black#38,Caro-Kann Defense
0181c,rnb3k1/pp3pp1/2p2p1p/8/3P4/2PBrN2/PP4PP/R3R1K1 b - - 1 15,e3d3 e1e8 g8h7 e8c8,1192,76,89,565,advantage fork middlegame short,https://lichess.org/BC7tzTnN/black#30,Caro-Kann Defense
018b0,r4r1k/1ppq2p1/1pnp1nQp/4pN2/4P3/3PB2P/PPP2RP1/R5K1 b - - 11 18,c6e7 g6g7,1132,90,73,57,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/oD9GfZhW/black#36,Bishop's Opening
018eM,r3kb1r/1p1b1pp1/pq3p1p/3p4/3P4/2N2N2/PPP1QPPP/R3K2R b KQkq - 1 11,f8e7 e2e7 e8e7 c3d5 e7d6 d5b6,2032,74,93,760,advantage attraction fork long middlegame sacrifice,https://lichess.org/l9vJlF2a/black#22,Caro-Kann Defense
019R9,r4rk1/ppp2ppp/8/8/1P1P2nq/P1B1P2P/4NnPN/R2Q1RK1 w - - 0 18,f1f2 h4f2 g1h1 g4e3 d1g1 f2e2,1506,75,93,5422,crushing kingsideAttack long middlegame,https://lichess.org/RRZXxNLk#35,Polish Opening
019Z4,r1b2rk1/p2n2bp/4pqp1/2pp4/5PPP/2N1B3/PPPQ4/2KR1B1R w - - 0 16,c3d5 f6b2,750,80,100,68,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/Z6qRFYhT#31,Sicilian Defense
01AYq,r1b4r/p1B1ppbp/2p2np1/kp6/N2RP3/8/PPP2PPP/2K2B1R b - - 1 13,a5a6 a4c5,807,76,91,138,mate mateIn1 middlegame oneMove,https://lichess.org/aIGFaJ1u/black#26,Modern Defense
01Ag5,2k2r1r/p2n1Q1p/1pqbp3/8/3P4/2P2N2/P2B1PPP/R4RK1 w - - 1 19,f7e6 d6h2 f3h2 c6e6,987,85,95,157,crushing discoveredAttack master middlegame short,https://lichess.org/glZlOfOd#37,Sicilian Defense
01Aoh,r1b2rk1/3nbppp/p2pp3/q5B1/2PQ3P/2NB4/PP4PR/3K2N1 b - - 4 16,e7g5 d3h7 g8h7 h4g5 h7g6 d4h4,2310,80,100,76,advantage clearance defensiveMove discoveredAttack intermezzo kingsideAttack long middlegame,https://lichess.org/F17udSrK/black#32,English Opening
01Aty,2kr3r/1pp2p2/p2p3p/3P1bpB/2P2P2/1P2q3/P5PP/R2QR2K b - - 3 18,e3f4 e1f1 f4e5 f1f5 e5f5 h5g4 f5g4 d1g4,1761,74,91,123,advantage middlegame pin sacrifice veryLong,https://lichess.org/DjgDrbsP/black#36,English Opening
01Az7,r1bq1rk1/pp1p1ppp/2n1pn2/4P3/2B5/2B5/PPP2PPP/R2QK1NR b KQ - 0 9,c6e5 c3e5 d8a5 e5c3,1419,88,78,42,advantage hangingPiece opening short,https://lichess.org/nMfMTSlO/black#18,Sicilian Defense
01B3g,r2q1rk1/pp1b1pb1/2n1p3/3n2NP/3P4/3QB3/PP2BPP1/2KR3R b - - 2 18,d5e3 d3h7,668,83,78,152,mate mateIn1 middlegame oneMove,https://lichess.org/9lxz1ugK/black#36,Sicilian Defense
01BKZ,2kr1bnr/ppp2ppp/8/8/8/q4N2/bPPBPPPP/2KR1B1R w - - 0 11,b2a3 f8a3,743,92,95,953,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/MLJUlMpw#21,Englund Gambit
01BT1,r1bq1rk1/pp2bppp/4p3/3pn2N/1P1Q4/2P5/PB2BPPP/R4RK1 b - - 5 16,e5c6 d4g7,1083,108,69,26,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/njWp1YY9/black#32,Sicilian Defense
01BTS,2rqrk2/pb3ppB/1pn1pB1p/4N3/2PP1P2/8/P1Q3PP/2KR3R b - - 0 18,d8f6 e5d7 f8e7 d7f6,967,79,89,71,advantage fork middlegame short,https://lichess.org/KyySoA7o/black#36,Scandinavian Defense
01Baj,r1b1r1k1/ppp2ppp/2n5/8/2P1q3/P4N1P/1P1QBPP1/R3K2R w KQ - 2 15,e1c1 e4e2 d2e2 e8e2,1361,79,92,5678,advantage middlegame short,https://lichess.org/SV0DvAns#29,Four Knights Game
01Bcd,4r1r1/pp1kRp1p/2n2p2/2pN3q/2P3bN/1P4P1/P2P1P1P/R3Q1K1 b - - 0 18,c6e7 d5f6 d7d8 f6h5,1221,78,82,191,crushing fork middlegame short,https://lichess.org/hwAyyLKW/black#36,Sicilian Defense
01Bmi,rn1qk2r/ppp2ppp/5b2/3P4/4P3/5b1P/PPP1QPP1/RN2KB1R w KQkq - 0 10,e2f3 f6b2 f3b3 b2a1,1090,79,90,828,advantage middlegame short trappedPiece,https://lichess.org/cUrVP72f#19,Elephant Gambit
01Btz,2r1k2r/1p2bppp/1q1p4/p2Pp1P1/5n1P/1N3P2/PPPQ4/2KR1B1R w k - 0 17,a2a4 b6b3 f1b5 e8f8,1481,73,95,31095,advantage defensiveMove middlegame pin short,https://lichess.org/FMeNuY7a#33,Sicilian Defense
